id,cntry,country,sex,agea,yrbrn,mars_status,region_cat,education_level,main_activity,occupation,feel_income,born_in_cntry,citizen,minority_ethnic,left_right,church,hhmmb,locality,voted,backstory,dweight,pspwght,pweight,anweight,stratum,psu
25107,GB,United Kingdom,Male,56.0,1962.0,Legally divorced / Civil partnership dissolved,UKF,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter","Housework, looking after children, others",Plant and machine operator or assembler,Difficult on present income,Yes,Yes,No,2.0,Never,2.0,Town or small city,Yes,"I am a male. I am 56 years old and I was born in 1962. I am Legally divorced / Civil partnership dissolved. I am from East Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 18. In the last week I have mainly been housework, looking after children, others. My occupation is Bus and tram drivers. I was previously a member of a trade union but am not now. My household income is in the 2nd decile nationally. I would say that we are difficult on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 6. I meet socially with friends, relatives or colleagues never. On a scale from 0 to 10, I believe most people can be trusted: 1. On a scale from 0 to 10, I believe most people try to be fair: 1. On a scale from 0 to 10, I believe most people try to be helpful: 1. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 2. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 1. On a scale from 0 to 10, my trust in politicians is 1. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.7902190685272217,2.4683315753936768,1.9505226612091064,1586,12387
25140,GB,United Kingdom,Male,63.0,1955.0,,UKL,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Paid work,Service and sales worker,Coping on present income,Yes,Yes,Yes,5.0,Never,2.0,Town or small city,Yes,"I am a male. I am 63 years old and I was born in 1955. I am single. I am from Wales. I was born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Home-based personal care workers. I was previously a member of a trade union but am not now. My household income is in the 7th decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 2. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have felt discriminated against in the last 12 months.",1.0187729597091675,1.0036734342575073,2.4683315753936768,2.4773988723754883,1530,12158
25214,GB,United Kingdom,Male,80.0,1938.0,Legally divorced / Civil partnership dissolved,UKK,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Retired,Technician or associate professional,Coping on present income,Yes,Yes,No,6.0,Once a week,1.0,Town or small city,Yes,"I am a male. I am 80 years old and I was born in 1938. I am Legally divorced / Civil partnership dissolved. I am from South West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 17. In the last week I have mainly been retired. My occupation is Government social benefits officials. I was previously a member of a trade union but am not now. My household income is in the 1st decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 10. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Liberal Democrat. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.3879288136959076,2.4683315753936768,0.9575369358062744,1445,12307
25285,GB,United Kingdom,Female,37.0,1981.0,,UKI,"Ph.D, D.Phil or equivalent","Housework, looking after children, others",Manager,Coping on present income,No,No,Yes,5.0,Never,3.0,Suburbs or outskirts of big city,Not eligible to vote,"I am a female. I am 37 years old and I was born in 1981. I am single. I am from London. I was not born in this country. I am not a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is Ph.D, D.Phil or equivalent. I finished my full-time education at age 22. In the last week I have mainly been housework, looking after children, others. My occupation is Services managers not elsewhere classified. I have never been a member of a trade union. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 2. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.9313898086547852,2.4683315753936768,2.298978805541992,1486,12349
25288,GB,United Kingdom,Female,37.0,1981.0,,UKI,None of these,Paid work,Technician or associate professional,Coping on present income,No,Yes,Yes,4.0,Never,2.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 37 years old and I was born in 1981. I am single. I am from London. I was not born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is Financial and mathematical associate professionals. I have never been a member of a trade union. My household income is in the 6th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 4. I meet socially with friends, relatives or colleagues less than once a month. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 4. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 2. On a scale from 0 to 10, my trust in politicians is 2. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.9313898086547852,2.4683315753936768,2.298978805541992,1482,12127
25294,GB,United Kingdom,Female,69.0,1949.0,,UKE,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",Retired,Manager,Living comfortably on present income,Yes,Yes,No,1.0,Never,2.0,Town or small city,Yes,"I am a female. I am 69 years old and I was born in 1949. I am single. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates. I finished my full-time education at age 21. In the last week I have mainly been retired. My occupation is Education managers. I was previously a member of a trade union but am not now. My household income is in the 8th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 9. On a scale from 0 to 10, I believe most people try to be helpful: 8. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 1. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 1. On a scale from 0 to 10, my trust in politicians is 2. I have felt discriminated against in the last 12 months.",1.0187729597091675,0.8542284369468689,2.4683315753936768,2.1085190773010254,1581,12374
25378,GB,United Kingdom,Female,66.0,1952.0,,UKG,None of these,Retired,Professional,Coping on present income,Yes,Yes,No,2.0,Never,2.0,Town or small city,Yes,"I am a female. I am 66 years old and I was born in 1952. I am single. I am from West Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 18. In the last week I have mainly been retired. My occupation is Journalists. I have never been a member of a trade union. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 2. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 1. On a scale from 0 to 10, my trust in politicians is 1. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.3705931901931763,2.4683315753936768,3.3830783367156982,1422,12326
25414,GB,United Kingdom,Male,62.0,1956.0,None of these (NEVER married or in legally registered civil partnership),UKM,"Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education",Paid work,Professional,Coping on present income,Yes,Yes,No,4.0,Never,2.0,Farm or home in countryside,Yes,"I am a male. I am 62 years old and I was born in 1956. I am never married or in a civil partnership. I am from Scotland. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education. I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is Creative and performing artists. I have never been a member of a trade union. My household income is in the 1st decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues less than once a month. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 4. I voted in the last general election. I voted for Scottish National Party. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.8849895596504211,2.4683315753936768,2.184447765350342,1549,12343
25436,GB,United Kingdom,Male,63.0,1955.0,,UKG,"Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education",Retired,Plant and machine operator or assembler,Coping on present income,Yes,Yes,No,5.0,Never,2.0,Town or small city,Yes,"I am a male. I am 63 years old and I was born in 1955. I am single. I am from West Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education. I finished my full-time education at age 28. In the last week I have mainly been retired. My occupation is Car, taxi and van drivers. I was previously a member of a trade union but am not now. My household income is in the 4th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.1724716424942017,2.4683315753936768,2.8940486907958984,1417,12401
25456,GB,United Kingdom,Male,66.0,1952.0,None of these (NEVER married or in legally registered civil partnership),UKI,None of these,Paid work,Professional,Living comfortably on present income,Yes,Yes,Yes,,Never,1.0,A big city,Yes,"I am a male. I am 66 years old and I was born in 1952. I am never married or in a civil partnership. I am from London. I was born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 17. In the last week I have mainly been paid work. My occupation is Software developers. I was previously a member of a trade union but am not now. My household income is in the 8th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 4. On a scale from 0 to 10, my life satisfaction is 3. I meet socially with friends, relatives or colleagues less than once a month. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 2. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am very interested in politics. I voted in the last general election. I voted for UK Independence Party. On a scale from 0 to 10, my trust in parliament is 2. On a scale from 0 to 10, my trust in politicians is 3. I have felt discriminated against in the last 12 months.",0.5093864798545837,0.4526134133338928,2.4683315753936768,1.1172000169754028,1470,12473
25487,GB,United Kingdom,Male,57.0,1961.0,Legally divorced / Civil partnership dissolved,UKJ,None of these,Paid work,Service and sales worker,Coping on present income,Yes,Yes,No,7.0,Less often,2.0,Town or small city,Yes,"I am a male. I am 57 years old and I was born in 1961. I am Legally divorced / Civil partnership dissolved. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Shop keepers. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues less than once a month. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 8. On a scale from 0 to 10, my trust in politicians is 6. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.7356340289115906,2.4683315753936768,1.815788745880127,1503,12216
25521,GB,United Kingdom,Female,59.0,1959.0,,UKN,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Retired,Professional,Living comfortably on present income,Yes,Yes,No,5.0,Less often,2.0,Country village,Yes,"I am a female. I am 59 years old and I was born in 1959. I am single. I am from Northern Ireland. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 21. In the last week I have mainly been retired. My occupation is Nursing professionals. I was previously a member of a trade union but am not now. My household income is in the 5th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 4. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 3. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Alliance Party (nir). On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.8246939778327942,2.4683315753936768,2.0356180667877197,1557,12110
25563,GB,United Kingdom,Female,25.0,1994.0,None of these (NEVER married or in legally registered civil partnership),UKF,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Craft or related trades worker,Coping on present income,Yes,Yes,No,5.0,Never,2.0,Town or small city,Yes,"I am a female. I am 25 years old and I was born in 1994. I am never married or in a civil partnership. I am from East Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 18. In the last week I have mainly been paid work. My occupation is Craft and related trades workers. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 3. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 3. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.2750163078308105,2.4683315753936768,3.147162914276123,1406,12394
25575,GB,United Kingdom,Female,38.0,1980.0,Legally married,UKK,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA","Housework, looking after children, others",Service and sales worker,Difficult on present income,Yes,Yes,No,5.0,Never,7.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 38 years old and I was born in 1980. I am legally married. I am from South West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 17. In the last week I have mainly been housework, looking after children, others. My occupation is Home-based personal care workers. I have never been a member of a trade union. My household income is in the 3rd decile nationally. I would say that we are difficult on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 4. I meet socially with friends, relatives or colleagues less than once a month. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 3. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have felt discriminated against in the last 12 months.",1.0187729597091675,0.7982815504074097,2.4683315753936768,1.9704235792160034,1437,12284
25600,GB,United Kingdom,Male,58.0,1961.0,In a legally registered civil partnership,UKG,None of these,Paid work,"Skilled agricultural, forestry or fishery worker",Coping on present income,Yes,Yes,No,5.0,Less often,2.0,Suburbs or outskirts of big city,No,"I am a male. I am 58 years old and I was born in 1961. I am in a legally registered civil partnership. I am from West Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Gardeners, horticultural and nursery growers. I have never been a member of a trade union. My household income is in the 7th decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 1. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.1724716424942017,2.4683315753936768,2.8940486907958984,1424,12282
25623,GB,United Kingdom,Female,45.0,1973.0,,UKJ,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",Paid work,Professional,Living comfortably on present income,Yes,Yes,No,4.0,Less often,4.0,Town or small city,Yes,"I am a female. I am 45 years old and I was born in 1973. I am single. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates. I finished my full-time education at age 23. In the last week I have mainly been paid work. My occupation is Psychologists. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 6. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 4. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 2. I have felt discriminated against in the last 12 months.",1.0187729597091675,0.7568956017494202,2.4683315753936768,1.8682693243026733,1522,12244
25646,GB,United Kingdom,Male,63.0,1955.0,Legally divorced / Civil partnership dissolved,UKH,None of these,Retired,Plant and machine operator or assembler,Coping on present income,Yes,Yes,No,5.0,Never,2.0,Town or small city,Yes,"I am a male. I am 63 years old and I was born in 1955. I am Legally divorced / Civil partnership dissolved. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 15. In the last week I have mainly been retired. My occupation is Heavy truck and lorry drivers. I am currently a member of a trade union. My household income is in the 3rd decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 3. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for UK Independence Party. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.7125070095062256,2.4683315753936768,1.758703589439392,1447,12469
25686,GB,United Kingdom,Female,69.0,1950.0,,UKG,None of these,Retired,Elementary occupation,Coping on present income,Yes,Yes,No,9.0,Never,2.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 69 years old and I was born in 1950. I am single. I am from West Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 15. In the last week I have mainly been retired. My occupation is Cleaners and helpers in offices, hotels and other establishments. I have never been a member of a trade union. I would say that we are coping on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 8. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 9. I voted in the last general election. I voted for UK Independence Party. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have felt discriminated against in the last 12 months.",1.0187729597091675,1.3705931901931763,2.4683315753936768,3.3830783367156982,1409,12398
25720,GB,United Kingdom,Female,24.0,1994.0,None of these (NEVER married or in legally registered civil partnership),UKF,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Paid work,Technician or associate professional,Coping on present income,Yes,Yes,Yes,5.0,Never,4.0,Town or small city,Yes,"I am a female. I am 24 years old and I was born in 1994. I am never married or in a civil partnership. I am from East Midlands (England). I was born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 22. In the last week I have mainly been paid work. My occupation is Pharmaceutical technicians and assistants. I have never been a member of a trade union. My household income is in the 9th decile nationally. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 3. On a scale from 0 to 10, I believe most people try to be helpful: 0. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 3. I have felt discriminated against in the last 12 months.",2.037545919418335,2.550032615661621,2.4683315753936768,6.294325828552246,1588,12304
